ID,gender,race,DOB_yr,lsat,ugpa,fulltime,bar_score,index6040
13206,0,white,1969,36,3.2,1,329,730.526298
13212,1,white,1964,38,3.2,1,329,762.105244
13213,1,white,1960,31,3.2,1,329,651.578933
13218,0,white,1965,39,3.2,1,329,777.894717
13229,1,white,1970,37,3.2,1,329,746.315771
13244,0,white,1969,31,3.2,1,329,651.578933
13252,0,black,1969,27,3.2,1,329,588.421041
13257,1,white,1964,43,3.2,1,329,841.052609
13265,0,white,1956,33,3.2,0,329,683.157879
13277,1,white,1963,35,3.2,1,329,714.736825
13317,0,white,1966,33,3.2,0,329,683.157879
13322,0,hisp,1967,21,3.2,1,329,493.684203
13337,1,white,1969,35,3.2,1,329,722.6315615
13339,1,white,1948,35,3.2,1,329,714.736825
13347,1,black,1969,32,3.2,1,329,667.368406
13399,1,white,1969,41,3.2,1,329,809.473663
13402,0,white,1968,39,3.2,1,329,785.7894535
13423,0,white,1968,40,3.2,1,329,793.68419
13437,0,white,1966,40,3.2,1,329,793.68419
13450,0,white,1962,46,3.2,1,329,888.421028
13454,1,white,1956,47,3.2,1,329,904.210501
13475,0,white,1967,29,3.2,0,329,627.8947235
13482,1,white,1965,35,3.2,1,329,714.736825
13492,0,white,1964,34,3.2,1,329,698.947352
13509,1,white,1967,39,3.2,1,329,777.894717
13510,1,white,1968,35,3.2,1,329,714.736825
13512,1,black,1968,20,3.2,1,329,485.7894665
13516,0,white,1968,36,3.2,1,329,730.526298
13517,0,white,1967,39,3.2,1,329,777.894717
13526,0,white,1968,39,3.2,1,329,777.894717
13531,0,white,1969,38,3.2,1,329,762.105244
13560,1,white,1969,33,3.2,1,329,683.157879
13566,1,white,1968,33,3.2,0,329,683.157879
13579,1,white,1970,37,3.2,1,329,746.315771
13596,1,white,1963,36,3.2,1,329,730.526298
13609,0,white,1967,34,3.2,1,329,698.947352
13652,0,white,1967,40,3.2,1,329,793.68419
13695,0,white,1969,36,3.2,1,329,730.526298
13701,1,white,1966,39,3.2,1,329,777.894717
13709,1,white,1969,40,3.2,1,329,793.68419
13717,1,white,1958,33,3.2,1,329,683.157879
13719,0,white,1963,40,3.2,1,329,793.68419
13722,0,white,1969,43,3.2,1,329,841.052609
13736,0,white,1969,37,3.2,1,329,746.315771
13744,1,white,1967,40,3.2,1,329,793.68419
13797,1,white,1951,40,3.2,1,329,793.68419
13811,1,white,1963,33,3.2,0,329,683.157879
13824,0,hisp,1969,36,3.2,1,329,730.526298
13838,0,white,1968,42,3.2,1,329,825.263136
13841,1,white,1943,44,3.2,1,329,856.842082
13846,0,white,1968,38,3.2,1,329,762.105244
13851,0,white,1963,36,3.2,1,329,730.526298
13854,0,white,1963,36,3.2,1,329,730.526298
13858,0,white,1969,35,3.2,1,329,714.736825
13866,0,white,1968,32,3.2,1,329,675.2631425
13870,0,white,1967,45,3.2,1,329,872.631555
13881,0,white,1965,39,3.2,1,329,777.894717
13888,0,white,1968,37,3.2,1,329,746.315771
13890,0,asian,1958,40,3.2,1,329,793.68419
13893,1,white,1971,34,3.2,1,329,706.8420885
13936,1,white,1950,29,3.2,1,329,627.8947235
13958,0,white,1968,39,3.2,1,329,777.894717
13966,0,white,1960,37,3.2,1,329,746.315771
13972,0,white,1968,34,3.2,1,329,698.947352
13983,0,white,1968,38,3.2,1,329,762.105244
13985,1,white,1968,37,3.2,1,329,746.315771
13994,0,white,1967,42,3.2,1,329,825.263136
14001,1,white,1961,36,3.2,1,329,730.526298
14020,1,white,1969,37,3.2,1,329,746.315771
14025,1,white,1966,29,3.2,1,329,624.7368289
14027,0,white,1969,35,3.2,1,329,722.6315615
14048,0,white,1968,41,3.2,1,329,809.473663
14050,0,white,1967,43,3.2,1,329,841.052609
14052,0,white,1966,31,3.2,1,329,651.578933
14062,1,white,1964,39,3.2,1,329,777.894717
14064,1,white,1967,41,3.2,0,329,809.473663
14068,1,white,1947,47,3.2,1,329,904.210501
14077,0,white,1969,44,3.2,1,329,856.842082
14160,0,white,1967,39,3.2,1,329,777.894717
14179,1,white,1960,37,3.2,1,329,746.315771
14187,0,white,1966,29,3.2,1,329,619.999987
14191,1,white,1968,44,3.2,1,329,856.842082
14199,0,white,1968,34,3.2,1,329,698.947352
14232,0,white,1969,34,3.2,1,329,698.947352
14238,1,black,1967,37,3.2,1,329,746.315771
14241,1,white,1963,40,3.2,1,329,793.68419
14248,1,asian,1954,29,3.2,1,329,619.999987
14264,0,white,1969,36,3.2,1,329,730.526298
14268,1,white,1968,35,3.2,1,329,714.736825
14274,0,white,1962,35,3.2,1,329,714.736825
14278,1,white,1968,36,3.2,1,329,730.526298
14294,1,white,1967,47,3.2,1,329,904.210501
14328,1,white,1968,24,3.2,1,329,541.052622
14346,1,white,1955,37,3.2,1,329,746.315771
14349,0,white,1968,39,3.2,1,329,777.894717
14354,1,white,1957,40,3.2,0,329,793.68419
14355,0,hisp,1962,20,3.2,1,329,477.89473
14363,0,white,1963,38,3.2,1,329,762.105244
14383,0,white,1970,45,3.2,1,329,872.631555
14384,0,white,1965,36,3.2,1,329,730.526298
14392,0,asian,1969,36,3.2,1,329,730.526298
14403,0,white,1969,37,3.2,1,329,746.315771
14411,0,white,1967,30,3.2,1,329,635.78946
14415,1,white,1969,43,3.2,1,329,841.052609
14417,0,other,1966,26,3.2,1,329,572.631568
14421,0,white,1969,38,3.2,1,329,762.105244
14424,1,white,1969,43,3.2,1,329,841.052609
14431,1,white,1965,40,3.2,1,329,793.68419
14465,1,white,1967,28,3.2,1,329,604.210514
14490,1,black,1965,39,3.2,1,329,777.894717
14492,0,white,1969,38,3.2,1,329,762.105244
14495,1,white,1969,40,3.2,1,329,793.68419
14509,1,white,1969,44,3.2,1,329,856.842082
14547,1,white,1967,39,3.2,1,329,777.894717
14568,1,white,1969,36,3.2,1,329,730.526298
14600,0,white,1968,44,3.2,1,329,856.842082
14627,0,white,1966,44,3.2,1,329,856.842082
14629,0,white,1968,30,3.2,1,329,635.78946
14649,0,white,1969,30,3.2,1,329,635.78946
14654,0,white,1969,41,3.2,1,329,809.473663
14660,1,asian,1960,22,3.2,1,329,509.473676
14673,0,white,1965,40,3.2,1,329,793.68419
14731,0,white,1966,42,3.2,1,329,825.263136
14739,0,white,1969,32,3.2,1,329,675.2631425
14742,1,white,1967,38,3.2,1,329,769.9999805
14759,1,white,1963,26,3.2,1,329,580.5263045
14804,0,white,1970,39,3.2,1,329,777.894717
14822,0,white,1966,36,3.2,1,329,730.526298
14823,0,white,1967,44,3.2,1,329,856.842082
14867,0,white,1969,40,3.2,1,329,793.68419
14871,1,white,1971,35,3.2,1,329,714.736825
14880,0,white,1967,41,3.2,1,329,809.473663
14889,0,white,1959,31,3.2,1,329,659.4736695
14925,0,white,1967,32,3.2,1,329,675.2631425
14929,1,white,1948,24,3.2,1,329,541.052622
14963,1,white,1969,34,3.2,1,329,706.8420885
14965,1,white,1968,28,3.2,1,329,612.1052505
14973,1,black,1967,35,3.2,1,329,714.736825
14993,1,white,1952,33,3.2,1,329,683.157879
15006,1,white,1969,46,3.2,1,329,888.421028
15011,0,white,1970,40,3.2,1,329,793.68419
15033,0,white,1969,31,3.2,1,329,659.4736695
15040,0,white,1968,34,3.2,1,329,698.947352
15042,1,white,1967,41,3.2,1,329,809.473663
15066,1,white,1968,39,3.2,1,329,777.894717
15068,0,white,1969,34,3.2,1,329,698.947352
15078,1,white,1964,37,3.2,1,329,746.315771
15080,0,white,1966,42,3.2,1,329,825.263136
15095,1,white,1957,37,3.2,1,329,746.315771
15108,0,white,1963,34,3.2,0,329,706.8420885
15114,0,hisp,1968,31,3.2,1,329,651.578933
15121,1,white,1967,39,3.2,1,329,777.894717
15162,0,white,1965,43,3.2,1,329,841.052609
15163,1,white,1967,41,3.2,1,329,809.473663
15176,0,white,1969,32,3.2,1,329,667.368406
15198,1,asian,1969,32,3.2,1,329,667.368406
15214,1,white,1965,38,3.2,1,329,762.105244
15218,1,white,1969,40,3.2,1,329,793.68419
15229,1,white,1969,37,3.2,1,329,746.315771
15236,1,other,1965,48,3.2,1,329,919.999974
15249,1,white,1967,45,3.2,1,329,872.631555
15304,1,white,1962,42,3.2,0,329,825.263136
15316,1,white,1968,30,3.2,1,329,635.78946
15322,0,white,1962,28,3.2,0,329,604.210514
15328,0,white,1967,32,3.2,0,329,667.368406
15334,1,white,1961,40,3.2,1,329,793.68419
15336,0,hisp,1965,29,3.2,1,329,619.999987
15339,1,white,1964,34,3.2,0,329,698.947352
15352,1,white,1969,42,3.2,1,329,825.263136
15367,1,white,1969,36,3.2,1,329,730.526298
15370,1,white,1968,35,3.2,1,329,714.736825
15382,1,white,1968,36,3.2,1,329,730.526298
15386,0,white,1950,47,3.2,0,329,904.210501
15402,0,white,1969,21,3.2,1,329,501.5789395
15404,0,white,1968,42,3.2,1,329,825.263136
15410,0,white,1969,23,3.2,1,329,533.1578855
15426,0,white,1965,41,3.2,1,329,817.3683995
15427,0,white,1965,46,3.2,1,329,888.421028
15431,1,white,1969,34,3.2,1,329,698.947352
15455,0,white,1969,32,3.2,1,329,667.368406
15464,0,other,1959,41,3.2,1,329,809.473663
15474,0,other,1959,39,3.2,1,329,777.894717
15510,0,white,1965,48,3.2,1,329,919.999974
15516,0,white,1969,38,3.2,1,329,762.105244
15522,1,white,1959,37,3.2,1,329,746.315771
15531,0,white,1959,35,3.2,0,329,714.736825
15545,0,white,1967,44,3.2,1,329,856.842082
15585,1,white,1964,33,3.2,0,329,683.157879
15608,0,white,1960,38,3.2,1,329,762.105244
15625,0,white,1968,33,3.2,1,329,691.0526155
15635,0,white,1964,45,3.2,1,329,872.631555
15654,1,white,1967,30,3.2,1,329,635.78946
15664,0,white,1968,34,3.2,1,329,698.947352
15669,1,white,1968,30,3.2,1,329,643.6841965
15688,0,white,1969,39,3.2,1,329,777.894717
15706,0,white,1969,41,3.2,1,329,809.473663
15719,0,white,1969,39,3.2,1,329,777.894717
15766,0,white,1969,39,3.2,1,329,777.894717
15795,1,white,1967,35,3.2,1,329,714.736825
15811,1,white,1957,31,3.2,1,329,651.578933
15822,0,white,1969,39,3.2,1,329,777.894717
15835,0,white,1969,33,3.2,1,329,683.157879
15849,1,white,1967,35,3.2,1,329,714.736825
15853,0,white,1961,32,3.2,0,329,667.368406
15877,0,black,1968,37,3.2,1,329,746.315771
15891,0,white,1969,35,3.2,1,329,722.6315615
15894,0,white,1967,36,3.2,1,329,730.526298
15900,0,white,1968,35,3.2,1,329,714.736825
15904,1,asian,1969,41,3.2,1,329,809.473663
15906,0,white,1967,38,3.2,1,329,762.105244
15915,0,white,1968,35,3.2,1,329,714.736825
15927,1,white,1963,40,3.2,1,329,793.68419
15947,1,white,1959,28,3.2,1,329,604.210514
15953,0,white,1968,35,3.2,1,329,714.736825
15955,0,asian,1968,32,3.2,1,329,667.368406
15961,1,white,1967,37,3.2,1,329,746.315771
15962,0,white,1968,42,3.2,1,329,825.263136
15994,1,white,1968,42,3.2,1,329,825.263136
16009,1,white,1969,29,3.2,1,329,619.999987
16043,1,white,1968,39,3.2,1,329,777.894717
16050,0,white,1964,35,3.2,1,329,714.736825
16060,1,white,1965,36,3.2,1,329,730.526298
16079,0,white,1969,29,3.2,1,329,619.999987
16083,0,white,1967,35,3.2,1,329,722.6315615
16084,0,white,1956,30,3.2,0,329,635.78946
16086,1,white,1969,39,3.2,1,329,777.894717
16090,1,white,1943,33,3.2,1,329,683.157879
16107,0,white,1969,35,3.2,1,329,714.736825
16138,0,white,1969,36,3.2,1,329,730.526298
16156,1,hisp,1969,27,3.2,1,329,588.421041
16166,0,white,1969,34,3.2,1,329,698.947352
16184,0,other,1969,33,3.2,1,329,691.0526155
16189,0,white,1966,38,3.2,1,329,762.105244
16191,1,white,1969,38,3.2,1,329,762.105244
16217,0,white,1969,38,3.2,1,329,762.105244
16249,0,asian,1960,33,3.2,1,329,683.157879
16256,0,black,1962,39,3.2,1,329,777.894717
16268,0,other,1964,39,3.2,1,329,785.7894535
16285,0,white,1969,44,3.2,1,329,856.842082
16300,0,white,1968,44,3.2,1,329,856.842082
16301,0,hisp,1968,41,3.2,1,329,809.473663
16308,1,white,1969,36,3.2,1,329,730.526298
16322,1,white,1966,43,3.2,1,329,841.052609
16339,0,white,1969,29,3.2,1,329,619.999987
16385,0,white,1963,42,3.2,1,329,825.263136
16407,0,white,1969,33,3.2,1,329,683.157879
16416,1,white,1958,36,3.2,0,329,730.526298
16423,0,white,1968,39,3.2,1,329,777.894717
16445,1,black,1949,26,3.2,1,329,572.631568
16462,1,white,1957,30,3.2,0,329,635.78946
16469,0,white,1968,39,3.2,1,329,777.894717
16489,1,white,1968,40,3.2,1,329,793.68419
16505,0,white,1968,47,3.2,1,329,904.210501
16533,0,white,1969,35,3.2,1,329,714.736825
16551,1,white,1969,34,3.2,1,329,698.947352
16564,0,white,1968,29,3.2,1,329,619.999987
16582,1,white,1968,39,3.2,1,329,777.894717
16583,1,white,1969,32,3.2,1,329,667.368406
16599,0,white,1969,38,3.2,1,329,762.105244
16624,1,white,1967,19,3.2,0,329,469.9999935
16634,1,white,1968,34,3.2,1,329,698.947352
16639,0,white,1969,42,3.2,1,329,825.263136
16685,0,white,1967,39,3.2,1,329,777.894717
16690,0,white,1961,40,3.2,1,329,793.68419
16696,0,white,1958,32,3.2,0,329,667.368406
16705,1,other,1969,33,3.2,1,329,683.157879
16707,0,white,1963,39,3.2,1,329,777.894717
16724,0,white,1968,28,3.2,1,329,612.1052505
16747,0,white,1968,34,3.2,1,329,698.947352
16754,0,white,1969,42,3.2,1,329,825.263136
16756,0,white,1967,43,3.2,1,329,841.052609
16759,1,white,1964,39,3.2,1,329,777.894717
16766,0,white,1967,36,3.2,1,329,730.526298
16776,1,white,1968,39,3.2,1,329,777.894717
16780,0,white,1949,34,3.2,1,329,698.947352
16781,1,hisp,1965,38,3.2,1,329,762.105244
16802,1,white,1969,32,3.2,1,329,667.368406
16813,1,white,1969,38,3.2,1,329,762.105244
16814,1,black,1969,40,3.2,1,329,793.68419
16826,0,white,1969,38,3.2,1,329,762.105244
16838,0,white,1967,33,3.2,1,329,683.157879
16858,1,white,1967,43,3.2,1,329,841.052609
16863,0,white,1962,39,3.2,1,329,777.894717
16866,0,white,1969,36,3.2,1,329,730.526298
16867,1,white,1954,33,3.2,1,329,683.157879
16879,1,white,1970,40,3.2,1,329,793.68419
16890,0,white,1969,41,3.2,1,329,809.473663
16914,1,black,1969,32,3.2,1,329,667.368406
16922,0,asian,1964,35,3.2,1,329,714.736825
16926,0,white,1968,31,3.2,1,329,651.578933
16936,0,white,1965,41,3.2,1,329,809.473663
16949,1,white,1970,34,3.2,1,329,698.947352
16955,1,black,1969,29,3.2,1,329,619.999987
16958,0,asian,1967,41,3.2,1,329,809.473663
16963,1,white,1968,33,3.2,1,329,683.157879
16973,1,white,1969,37,3.2,1,329,746.315771
16976,0,white,1969,41,3.2,1,329,809.473663
16977,0,white,1968,31,3.2,1,329,659.4736695
17020,0,white,1967,41,3.2,1,329,809.473663
17027,1,hisp,1964,27,3.2,1,329,588.421041
17031,0,white,1968,31,3.2,1,329,651.578933
17051,1,white,1967,35,3.2,1,329,714.736825
17052,0,white,1968,38,3.2,1,329,762.105244
17068,1,white,1968,32,3.2,1,329,667.368406
17077,0,white,1965,38,3.2,1,329,762.105244
17105,0,white,1963,43,3.2,1,329,841.052609
17109,0,white,1969,34,3.2,1,329,698.947352
17134,1,white,1969,40,3.2,1,329,793.68419
17136,0,white,1969,46,3.2,1,329,888.421028
17142,1,white,1969,32,3.2,1,329,675.2631425
17150,1,white,1968,44,3.2,1,329,856.842082
17166,1,white,1953,37,3.2,1,329,746.315771
17169,1,white,1957,38,3.2,0,329,762.105244
17170,1,white,1960,38,3.2,1,329,762.105244
17173,0,white,1969,41,3.2,1,329,809.473663
17193,0,white,1952,44,3.2,1,329,856.842082
17217,0,white,1968,33,3.2,1,329,683.157879
17218,0,white,1967,33,3.2,1,329,691.0526155
17237,1,white,1967,43,3.2,1,329,841.052609
17241,1,white,1962,31,3.2,1,329,659.4736695
17245,1,white,1967,33,3.2,1,329,683.157879
17248,1,white,1965,34,3.2,1,329,698.947352
17283,0,white,1969,34,3.2,1,329,698.947352
17292,1,white,1967,30,3.2,1,329,643.6841965
17295,0,white,1968,37,3.2,1,329,746.315771
17299,1,white,1969,35,3.2,1,329,714.736825
17324,1,white,1969,40,3.2,1,329,793.68419
17328,0,white,1968,35,3.2,1,329,714.736825
17352,1,white,1965,42,3.2,1,329,825.263136
17399,0,white,1969,35,3.2,1,329,714.736825
17487,0,white,1967,44,3.2,1,329,856.842082
17508,1,white,1963,40,3.2,1,329,793.68419
17515,1,white,1968,40,3.2,1,329,793.68419
17536,1,white,1969,32,3.2,1,329,667.368406
17551,0,white,1969,38,3.2,1,329,762.105244
17579,0,black,1962,32,3.2,1,329,667.368406
17601,0,white,1966,37,3.2,1,329,746.315771
17603,0,white,1968,39,3.2,1,329,777.894717
17605,0,white,1968,33,3.2,1,329,683.157879
17621,1,white,1967,41,3.2,1,329,809.473663
17627,0,white,1957,34,3.2,1,329,698.947352
17635,1,white,1966,26,3.2,1,329,577.3684099
17646,0,white,1968,35,3.2,1,329,714.736825
17698,0,white,1960,41,3.2,1,329,809.473663
17703,0,white,1968,35,3.2,1,329,722.6315615
17710,0,white,1963,42,3.2,0,329,825.263136
17721,1,white,1955,40,3.2,0,329,793.68419
17728,1,asian,1966,29,3.2,1,329,619.999987
17729,0,asian,1969,35,3.2,1,329,714.736825
17738,0,white,1968,33,3.2,1,329,691.0526155
17745,0,white,1966,35,3.2,1,329,714.736825
17773,1,white,1965,44,3.2,1,329,856.842082
17778,1,white,1969,37,3.2,1,329,746.315771
17793,1,white,1968,31,3.2,1,329,651.578933
17811,0,white,1969,41,3.2,1,329,809.473663
17835,0,white,1968,41,3.2,1,329,809.473663
17846,1,white,1967,44,3.2,1,329,864.7368185
17855,1,white,1967,38,3.2,1,329,762.105244
17889,0,hisp,1968,41,3.2,1,329,809.473663
17914,1,white,1969,36,3.2,1,329,730.526298
17924,0,white,1964,33,3.2,0,329,683.157879
17930,1,white,1958,43,3.2,1,329,841.052609
17951,1,asian,1967,34,3.2,1,329,698.947352
17978,0,white,1962,41,3.2,1,329,809.473663
17999,0,white,1968,38,3.2,1,329,762.105244
18004,0,white,1965,39,3.2,1,329,777.894717
18006,0,white,1968,37,3.2,1,329,746.315771
18014,1,white,1968,34,3.2,1,329,698.947352
18029,1,white,1955,38,3.2,1,329,762.105244
18037,0,white,1965,37,3.2,1,329,746.315771
18039,0,white,1969,37,3.2,1,329,746.315771
18079,1,other,1970,38,3.2,1,329,762.105244
18082,0,white,1950,36,3.2,1,329,730.526298
18103,0,white,1964,35,3.2,1,329,714.736825
18113,0,white,1969,36,3.2,1,329,730.526298
18114,0,white,1969,31,3.2,1,329,651.578933
18123,1,white,1967,42,3.2,1,329,825.263136
18144,1,other,1971,42,3.2,1,329,825.263136
18149,0,white,1958,28,3.2,1,329,612.1052505
18245,1,black,1970,41,3.2,1,329,809.473663
18246,1,asian,1968,44,3.2,1,329,856.842082
18257,0,white,1968,41,3.2,1,329,809.473663
18260,1,white,1969,32,3.2,1,329,667.368406
18269,0,white,1969,38,3.2,1,329,762.105244
18270,0,white,1963,33,3.2,1,329,691.0526155
18279,0,white,1968,40,3.2,1,329,793.68419
18313,1,asian,1962,35,3.2,0,329,714.736825
18333,0,white,1967,42,3.2,0,329,825.263136
18337,1,white,1966,38,3.2,1,329,762.105244
18347,0,white,1969,40,3.2,1,329,793.68419
18350,1,white,1967,33,3.2,1,329,683.157879
18359,0,white,1968,35,3.2,1,329,714.736825
18374,0,white,1967,43,3.2,1,329,841.052609
18382,0,white,1968,43,3.2,1,329,841.052609
18408,1,black,1967,27,3.2,1,329,588.421041
18417,0,white,1967,46,3.2,1,329,888.421028
18419,0,white,1968,38,3.2,1,329,762.105244
18431,0,white,1960,28,3.2,1,329,604.210514
18438,0,asian,1963,38,3.2,1,329,762.105244
18457,0,hisp,1969,28,3.2,1,329,604.210514
18459,1,white,1969,35,3.2,1,329,714.736825
18465,1,white,1969,45,3.2,1,329,872.631555
18469,0,white,1969,37,3.2,1,329,746.315771
18482,0,white,1967,37,3.2,1,329,746.315771
18499,0,white,1962,40,3.2,1,329,793.68419
18503,1,white,1968,33,3.2,1,329,683.157879
18510,0,white,1970,32,3.2,1,329,667.368406
18518,0,white,1968,37,3.2,1,329,746.315771
18520,1,white,1948,42,3.2,1,329,825.263136
18529,0,white,1968,44,3.2,1,329,856.842082
18541,1,white,1960,36,3.2,0,329,730.526298
18543,0,white,1969,42,3.2,1,329,825.263136
18578,1,white,1969,34,3.2,1,329,698.947352
18588,1,white,1967,35,3.2,1,329,714.736825
18591,1,black,1970,32,3.2,1,329,667.368406
18600,1,white,1968,31,3.2,1,329,651.578933
18613,1,black,1968,34,3.2,1,329,698.947352
18618,1,white,1963,38,3.2,1,329,762.105244
18632,1,white,1962,32,3.2,1,329,667.368406
18635,1,white,1968,43,3.2,1,329,841.052609
18644,0,white,1969,36,3.2,1,329,730.526298
18646,0,white,1969,33,3.2,1,329,683.157879
18650,1,white,1965,45,3.2,1,329,872.631555
18658,1,white,1962,41,3.2,1,329,809.473663
18678,0,white,1964,44,3.2,1,329,856.842082
18684,0,white,1968,44,3.2,1,329,856.842082
18686,1,white,1969,36,3.2,1,329,730.526298
18692,0,white,1965,41,3.2,1,329,809.473663
18736,0,white,1965,39,3.2,1,329,777.894717
18738,0,other,1968,35,3.2,1,329,714.736825
18740,0,white,1965,39,3.2,1,329,777.894717
18753,1,asian,1968,41,3.2,1,329,809.473663
18760,0,white,1966,35,3.2,1,329,714.736825
18761,0,white,1969,42,3.2,1,329,825.263136
18768,1,white,1969,40,3.2,1,329,793.68419
18771,1,white,1969,33,3.2,1,329,683.157879
18793,0,white,1968,36,3.2,1,329,730.526298
18803,0,white,1968,40,3.2,1,329,793.68419
18804,0,white,1966,44,3.2,1,329,856.842082
18805,1,white,1969,34,3.2,1,329,706.8420885
18813,1,white,1969,36,3.2,1,329,730.526298
18818,0,white,1947,31,3.2,1,329,651.578933
18825,0,white,1950,32,3.2,1,329,667.368406
18828,0,white,1964,22,3.2,1,329,509.473676
18831,1,white,1969,37,3.2,1,329,746.315771
18832,0,white,1962,41,3.2,1,329,809.473663
18858,0,white,1970,42,3.2,1,329,825.263136
18867,1,white,1965,36,3.2,1,329,730.526298
18879,1,white,1968,30,3.2,1,329,635.78946
18882,1,white,1967,40,3.2,1,329,793.68419
18905,0,white,1965,38,3.2,0,329,762.105244
18909,1,white,1952,30,3.2,1,329,643.6841965
18923,0,white,1966,37,3.2,1,329,754.2105075
18931,0,white,1963,33,3.2,1,329,683.157879
18934,0,white,1969,36,3.2,1,329,730.526298
18953,1,white,1969,33,3.2,1,329,683.157879
18963,0,white,1968,30,3.2,1,329,635.78946
18967,0,white,1966,44,3.2,1,329,856.842082
18968,0,white,1965,28,3.2,1,329,604.210514
18977,1,white,1968,37,3.2,1,329,754.2105075
18983,0,white,1958,33,3.2,0,329,683.157879
18992,0,white,1968,37,3.2,1,329,746.315771
19021,1,white,1968,32,3.2,1,329,667.368406
19098,0,white,1954,43,3.2,1,329,841.052609
19109,1,white,1967,39,3.2,0,329,777.894717
19111,1,white,1966,32,3.2,1,329,667.368406
19116,0,white,1969,33,3.2,1,329,683.157879
19118,0,white,1968,45,3.2,1,329,872.631555
19119,0,white,1968,37,3.2,1,329,746.315771
19121,1,white,1969,35,3.2,1,329,714.736825
19127,0,white,1968,30,3.2,1,329,635.78946
19140,1,white,1967,33,3.2,1,329,683.157879
19171,0,black,1951,22,3.2,1,329,509.473676
19176,0,white,1945,38,3.2,1,329,762.105244
19179,0,white,1968,34,3.2,1,329,698.947352
19183,0,white,1969,32,3.2,1,329,675.2631425
19189,0,white,1963,32,3.2,1,329,667.368406
19202,1,white,1968,38,3.2,1,329,762.105244
19209,0,white,1967,40,3.2,1,329,793.68419
19211,0,white,1967,46,3.2,1,329,888.421028
19245,1,white,1968,37,3.2,1,329,746.315771
19289,1,white,1969,27,3.2,1,329,588.421041
19291,1,white,1965,37,3.2,1,329,746.315771
19297,0,white,1969,37,3.2,1,329,746.315771
19299,0,white,1964,41,3.2,1,329,809.473663
19312,0,white,1963,39,3.2,1,329,777.894717
19324,0,white,1962,32,3.2,1,329,667.368406
19327,0,white,1965,35,3.2,1,329,714.736825
19364,1,white,1967,34,3.2,0,329,698.947352
19367,1,white,1961,33,3.2,1,329,683.157879
19402,0,white,1964,37,3.2,1,329,746.315771
19462,0,white,1968,48,3.2,1,329,919.999974
19474,0,white,1969,36,3.2,1,329,730.526298
19480,1,white,1969,29,3.2,1,329,619.999987
19486,0,white,1969,34,3.2,1,329,698.947352
19497,0,white,1969,37,3.2,1,329,746.315771
19512,0,hisp,1962,46,3.2,0,329,888.421028
19534,1,white,1950,32,3.2,1,329,667.368406
19553,0,white,1968,38,3.2,1,329,762.105244
19611,0,white,1963,31,3.2,1,329,651.578933
19615,1,white,1966,39,3.2,1,329,777.894717
19626,0,white,1969,41,3.2,1,329,809.473663
19638,0,white,1969,45,3.2,1,329,872.631555
19644,0,white,1969,36,3.2,1,329,730.526298
19669,0,white,1967,35,3.2,1,329,714.736825
19675,1,white,1961,44,3.2,1,329,856.842082
19688,0,white,1968,34,3.2,1,329,706.8420885
19703,0,white,1968,44,3.2,1,329,856.842082
19710,1,white,1966,40,3.2,1,329,793.68419
19730,0,hisp,1967,33,3.2,1,329,683.157879
19816,0,white,1967,33,3.2,1,329,683.157879
19834,0,white,1966,40,3.2,1,329,793.68419
19835,1,white,1968,44,3.2,1,329,856.842082
19838,1,white,1969,34,3.2,1,329,706.8420885
19842,0,white,1966,25,3.2,1,329,564.7368315
19846,0,white,1958,34,3.2,1,329,698.947352
19850,0,white,1967,41,3.2,1,329,809.473663
19861,1,white,1969,39,3.2,1,329,777.894717
19869,0,white,1962,29,3.2,1,329,619.999987
19878,0,black,1969,32,3.2,1,329,667.368406
19908,0,asian,1968,40,3.2,1,329,793.68419
19914,1,hisp,1967,42,3.2,1,329,825.263136
19919,1,white,1969,39,3.2,1,329,777.894717
19924,0,white,1968,36,3.2,1,329,730.526298
19973,0,white,1969,28,3.2,1,329,604.210514
19977,0,white,1969,40,3.2,1,329,793.68419
19990,1,white,1967,38,3.2,1,329,762.105244
20035,1,white,1967,40,3.2,1,329,793.68419
20044,1,white,1968,47,3.2,1,329,904.210501
20055,1,white,1969,32,3.2,1,329,667.368406
20057,1,black,1960,32,3.2,1,329,667.368406
20071,1,white,1969,43,3.2,1,329,841.052609
20083,0,white,1969,40,3.2,1,329,793.68419
20099,0,white,1966,36,3.2,1,329,738.4210345
20118,0,white,1968,40,3.2,1,329,793.68419
20139,0,hisp,1969,30,3.2,1,329,635.78946
20163,0,white,1954,40,3.2,1,329,793.68419
20185,0,white,1966,37,3.2,0,329,746.315771
20187,0,white,1966,31,3.2,1,329,651.578933
20217,0,white,1967,38,3.2,1,329,769.9999805
20223,1,white,1964,40,3.2,1,329,793.68419
20230,0,white,1960,39,3.2,1,329,777.894717
20254,1,white,1969,35,3.2,1,329,714.736825
20257,1,white,1969,42,3.2,1,329,825.263136
20261,1,white,1967,39,3.2,1,329,777.894717
20267,0,white,1952,38,3.2,0,329,762.105244
20271,1,white,1970,43,3.2,1,329,841.052609
20272,1,white,1953,34,3.2,1,329,698.947352
20320,1,white,1967,35,3.2,1,329,714.736825
20329,0,white,1968,32,3.2,1,329,667.368406
20335,1,hisp,1966,42,3.2,1,329,825.263136
20340,0,white,1964,44,3.2,1,329,856.842082
20346,1,white,1963,39,3.2,1,329,777.894717
20357,0,white,1968,27,3.2,1,329,593.1578829
