year,type,cases,approved,rate_approved,refused,rate_refused,dismissed,court_order,rate_court_order,penalties,avg_penalties,legal_proceedings,category
2019,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",2078.0,1811.0,0.8715110683349374,267.0,0.1284889316650625,300.0,0.0,0.0,32088.0,17.0,Гражданское,Социальные
2018,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",3121.0,2642.0,0.8465235501441846,479.0,0.1534764498558154,319.0,0.0,0.0,267.0,0.0,Гражданское,Социальные
2020,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",1717.0,1487.0,0.866045428072219,230.0,0.133954571927781,188.0,0.0,0.0,18334.0,12.0,Гражданское,Социальные
2022,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",4139.0,3928.0,0.9490215027784488,211.0,0.0509784972215511,410.0,0.0,0.0,575.0,0.0,Гражданское,Социальные
2021,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5730.0,5039.0,0.8794066317626527,691.0,0.1205933682373473,757.0,0.0,0.0,115199.0,23.0,Гражданское,Социальные
2023,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5423.0,4694.0,0.8655725613129264,729.0,0.1344274386870735,938.0,0.0,0.0,180859.0,39.0,Гражданское,Социальные
2019,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5259.0,4676.0,0.889142422513786,583.0,0.1108575774862141,772.0,0.0,0.0,114903.0,24.0,Гражданское,Социальные
2018,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5047.0,4303.0,0.8525856944719635,744.0,0.1474143055280364,507.0,0.0,0.0,430.0,0.0,Гражданское,Социальные
2020,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",4379.0,3821.0,0.8725736469513588,558.0,0.1274263530486412,684.0,0.0,0.0,95710.0,25.0,Гражданское,Социальные
2022,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5002.0,4343.0,0.8682526989204318,659.0,0.1317473010795681,722.0,0.0,0.0,1119.0,0.0,Гражданское,Социальные
2021,"Иные споры, связанные с предоставлением гражданам социального обслуживания",573.0,514.0,0.8970331588132635,59.0,0.1029668411867364,39.0,0.0,0.0,3540.0,7.0,Гражданское,Социальные
2023,"Иные споры, связанные с предоставлением гражданам социального обслуживания",607.0,527.0,0.8682042833607908,80.0,0.1317957166392092,95.0,0.0,0.0,14350.0,27.0,Гражданское,Социальные
2019,"Иные споры, связанные с предоставлением гражданам социального обслуживания",314.0,238.0,0.7579617834394905,76.0,0.2420382165605095,18.0,0.0,0.0,7584.0,31.0,Гражданское,Социальные
2018,"Иные споры, связанные с предоставлением гражданам социального обслуживания",468.0,377.0,0.8055555555555556,91.0,0.1944444444444444,31.0,24.0,0.0512820512820512,30.0,0.0,Гражданское,Социальные
2020,"Иные споры, связанные с предоставлением гражданам социального обслуживания",224.0,170.0,0.7589285714285714,54.0,0.2410714285714285,28.0,0.0,0.0,5119.0,30.0,Гражданское,Социальные
2022,"Иные споры, связанные с предоставлением гражданам социального обслуживания",749.0,672.0,0.897196261682243,77.0,0.102803738317757,92.0,0.0,0.0,37.0,0.0,Гражданское,Социальные
2021,Иные социальные споры,10752.0,8682.0,0.8074776785714286,2070.0,0.1925223214285714,930.0,682.0,0.0634300595238095,310927.0,36.0,Гражданское,Социальные
2023,Иные социальные споры,16002.0,13444.0,0.8401449818772654,2558.0,0.1598550181227346,1298.0,614.0,0.0383702037245344,474407.0,35.0,Гражданское,Социальные
2019,Иные социальные споры,13128.0,10807.0,0.8232023156611822,2321.0,0.1767976843388178,,1639.0,0.1248476538695917,308715.0,28.0,Гражданское,Социальные
2018,Иные социальные споры,14172.0,11437.0,0.8070138300874965,2735.0,0.1929861699125035,1053.0,2269.0,0.1601044312729325,2583.0,0.0,Гражданское,Социальные
2020,Иные социальные споры,9935.0,7798.0,0.7849018621036739,2137.0,0.2150981378963261,882.0,377.0,0.0379466532460996,209691.0,27.0,Гражданское,Социальные
2022,Иные социальные споры,11817.0,9822.0,0.8311754252348311,1995.0,0.1688245747651688,,936.0,0.0792079207920792,2757.0,0.0,Гражданское,Социальные
2021,"Иные иски, связанные с реабилитацией жертв политических репрессий",9.0,4.0,0.4444444444444444,5.0,0.5555555555555556,4.0,0.0,0.0,0.0,0.0,Гражданское,Социальные
2023,"Иные иски, связанные с реабилитацией жертв политических репрессий",11.0,5.0,0.4545454545454545,6.0,0.5454545454545454,0.0,0.0,0.0,72.0,14.0,Гражданское,Социальные
2019,"Иные иски, связанные с реабилитацией жертв политических репрессий",20.0,12.0,0.6,8.0,0.4,1.0,0.0,0.0,0.0,0.0,Гражданское,Социальные
2018,"Иные иски, связанные с реабилитацией жертв политических репрессий",20.0,6.0,0.3,14.0,0.7,1.0,0.0,0.0,0.0,0.0,Гражданское,Социальные
2020,"Иные иски, связанные с реабилитацией жертв политических репрессий",5.0,2.0,0.4,3.0,0.6,1.0,0.0,0.0,64.0,32.0,Гражданское,Социальные
2022,"Иные иски, связанные с реабилитацией жертв политических репрессий",8.0,3.0,0.375,5.0,0.625,1.0,0.0,0.0,0.0,0.0,Гражданское,Социальные
2021,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,1617.0,1412.0,0.873222016079159,205.0,0.126777983920841,43.0,0.0,0.0,68930.0,49.0,Гражданское,Социальные
2023,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,451.0,373.0,0.8270509977827051,78.0,0.1729490022172949,22.0,0.0,0.0,16519.0,44.0,Гражданское,Социальные
2019,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,1830.0,1520.0,0.8306010928961749,310.0,0.1693989071038251,49.0,0.0,0.0,25777.0,17.0,Гражданское,Социальные
2018,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,2249.0,1816.0,0.8074699866607381,433.0,0.1925300133392619,57.0,0.0,0.0,281.0,0.0,Гражданское,Социальные
2020,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,332.0,243.0,0.7319277108433735,89.0,0.2680722891566265,18.0,0.0,0.0,7453.0,31.0,Гражданское,Социальные
2022,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,910.0,735.0,0.8076923076923077,175.0,0.1923076923076923,42.0,0.0,0.0,138.0,0.0,Гражданское,Социальные
2021,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,60.0,47.0,0.7833333333333333,13.0,0.2166666666666666,2.0,0.0,0.0,9034.0,192.0,Гражданское,Социальные
2023,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,79.0,60.0,0.759493670886076,19.0,0.240506329113924,5.0,0.0,0.0,9210.0,153.0,Гражданское,Социальные
2019,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,48.0,42.0,0.875,6.0,0.125,18.0,0.0,0.0,14646.0,348.0,Гражданское,Социальные
2018,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,92.0,76.0,0.8260869565217391,16.0,0.1739130434782608,9.0,0.0,0.0,180.0,2.0,Гражданское,Социальные
2020,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,56.0,43.0,0.7678571428571429,13.0,0.2321428571428571,6.0,0.0,0.0,18191.0,423.0,Гражданское,Социальные
2022,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,82.0,63.0,0.7682926829268293,19.0,0.2317073170731707,3.0,0.0,0.0,116.0,1.0,Гражданское,Социальные
2021,Иные споры вынужденных переселенцев и беженцев,14.0,11.0,0.7857142857142857,3.0,0.2142857142857142,1.0,0.0,0.0,1202.0,109.0,Гражданское,Социальные
2023,Иные споры вынужденных переселенцев и беженцев,14.0,12.0,0.8571428571428571,2.0,0.1428571428571428,0.0,1.0,0.0714285714285714,705.0,59.0,Гражданское,Социальные
2019,Иные споры вынужденных переселенцев и беженцев,39.0,34.0,0.8717948717948718,5.0,0.1282051282051282,1.0,3.0,0.0769230769230769,2981.0,87.0,Гражданское,Социальные
2018,Иные споры вынужденных переселенцев и беженцев,29.0,24.0,0.8275862068965517,5.0,0.1724137931034483,3.0,13.0,0.4482758620689655,0.0,0.0,Гражданское,Социальные
2020,Иные споры вынужденных переселенцев и беженцев,20.0,19.0,0.95,1.0,0.05,2.0,4.0,0.2,620.0,33.0,Гражданское,Социальные
2022,Иные споры вынужденных переселенцев и беженцев,11.0,7.0,0.6363636363636364,4.0,0.3636363636363636,,0.0,0.0,22.0,3.0,Гражданское,Социальные
2021,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,312.0,260.0,0.8333333333333334,52.0,0.1666666666666666,47.0,1.0,0.0032051282051282,110948.0,427.0,Гражданское,Социальные
2023,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,298.0,257.0,0.8624161073825504,41.0,0.1375838926174496,45.0,1.0,0.0033557046979865,176124.0,685.0,Гражданское,Социальные
2019,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,460.0,395.0,0.8586956521739131,65.0,0.1413043478260869,71.0,2.0,0.0043478260869565,154809.0,391.0,Гражданское,Социальные
2018,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,507.0,430.0,0.8481262327416174,77.0,0.1518737672583826,114.0,1.0,0.0019723865877712,2086.0,5.0,Гражданское,Социальные
2020,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,415.0,357.0,0.8602409638554217,58.0,0.1397590361445783,60.0,2.0,0.0048192771084337,180244.0,505.0,Гражданское,Социальные
2022,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,346.0,295.0,0.8526011560693642,51.0,0.1473988439306358,43.0,1.0,0.0028901734104046,753.0,2.0,Гражданское,Социальные
2021,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1017.0,922.0,0.9065880039331368,95.0,0.0934119960668633,125.0,3.0,0.0029498525073746,225282.0,244.0,Гражданское,Социальные
2023,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,738.0,703.0,0.9525745257452576,35.0,0.0474254742547425,94.0,7.0,0.0094850948509485,242730.0,345.0,Гражданское,Социальные
2019,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1184.0,1105.0,0.933277027027027,79.0,0.0667229729729729,130.0,1.0,0.0008445945945945,340010.0,307.0,Гражданское,Социальные
2018,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1313.0,1235.0,0.9405940594059404,78.0,0.0594059405940594,177.0,2.0,0.0015232292460015,3212.0,3.0,Гражданское,Социальные
2020,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1011.0,909.0,0.8991097922848664,102.0,0.1008902077151335,,3.0,0.0029673590504451,188234.0,207.0,Гражданское,Социальные
2022,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,925.0,868.0,0.9383783783783785,57.0,0.0616216216216216,120.0,13.0,0.014054054054054,3079.0,3.0,Гражданское,Социальные
2021,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,493.0,436.0,0.8843813387423936,57.0,0.1156186612576064,,23.0,0.0466531440162271,208545.0,478.0,Гражданское,Социальные
2023,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,245.0,218.0,0.889795918367347,27.0,0.110204081632653,26.0,3.0,0.0122448979591836,51448.0,236.0,Гражданское,Социальные
2019,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,498.0,433.0,0.8694779116465864,65.0,0.1305220883534136,53.0,10.0,0.0200803212851405,87011.0,201.0,Гражданское,Социальные
2018,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,711.0,623.0,0.8762306610407876,88.0,0.1237693389592123,63.0,34.0,0.0478199718706047,1371.0,2.0,Гражданское,Социальные
2020,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,406.0,362.0,0.8916256157635468,44.0,0.1083743842364532,34.0,19.0,0.0467980295566502,122311.0,338.0,Гражданское,Социальные
2022,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,298.0,264.0,0.8859060402684564,34.0,0.1140939597315436,50.0,3.0,0.0100671140939597,975.0,3.0,Гражданское,Социальные
2021,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1822.0,1618.0,0.8880351262349067,204.0,0.1119648737650933,220.0,27.0,0.0148188803512623,544775.0,337.0,Гражданское,Взыскание страхового возмещения
2023,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1281.0,1178.0,0.9195940671350508,103.0,0.0804059328649492,165.0,11.0,0.0085870413739266,470303.0,399.0,Гражданское,Взыскание страхового возмещения
2019,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",2142.0,1933.0,0.9024276377217554,209.0,0.0975723622782446,254.0,13.0,0.0060690943043884,581831.0,301.0,Гражданское,Взыскание страхового возмещения
2018,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",2531.0,2288.0,0.9039905175819836,243.0,0.0960094824180166,354.0,37.0,0.0146187277755827,6669.0,3.0,Гражданское,Взыскание страхового возмещения
2020,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1832.0,1628.0,0.888646288209607,204.0,0.111353711790393,206.0,24.0,0.0131004366812227,490789.0,301.0,Гражданское,Взыскание страхового возмещения
2022,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1569.0,1427.0,0.9094964945825368,142.0,0.0905035054174633,213.0,17.0,0.0108349267049075,4808.0,3.0,Гражданское,Взыскание страхового возмещения
2021,"О взыскании страхового возмещения по делам военнослужащих и иных приравненных к ним лиц, подлежащих обязательному государственному страхованию",192.0,131.0,0.6822916666666666,61.0,0.3177083333333333,7.0,6.0,0.03125,33299.0,254.0,Гражданское,Взыскание страхового возмещения
2023,"О взыскании страхового возмещения по делам военнослужащих и иных приравненных к ним лиц, подлежащих обязательному государственному страхованию",153.0,115.0,0.7516339869281046,38.0,0.2483660130718954,10.0,10.0,0.065359477124183,25708.0,224.0,Гражданское,Взыскание страхового возмещения
2019,"О взыскании страхового возмещения по делам военнослужащих и иных приравненных к ним лиц, подлежащих обязательному государственному страхованию",243.0,164.0,0.6748971193415638,79.0,0.3251028806584362,21.0,1.0,0.0041152263374485,32275.0,196.0,Гражданское,Взыскание страхового возмещения
2018,"О взыскании страхового возмещения по делам военнослужащих и иных приравненных к ним лиц, подлежащих обязательному государственному страхованию",252.0,178.0,0.7063492063492064,74.0,0.2936507936507936,54.0,9.0,0.0357142857142857,478.0,3.0,Гражданское,Взыскание страхового возмещения
2020,"О взыскании страхового возмещения по делам военнослужащих и иных приравненных к ним лиц, подлежащих обязательному государственному страхованию",208.0,143.0,0.6875,65.0,0.3125,21.0,2.0,0.0096153846153846,32839.0,230.0,Гражданское,Взыскание страхового возмещения
2022,"О взыскании страхового возмещения по делам военнослужащих и иных приравненных к ним лиц, подлежащих обязательному государственному страхованию",171.0,131.0,0.7660818713450293,40.0,0.2339181286549707,10.0,7.0,0.0409356725146198,288.0,2.0,Гражданское,Взыскание страхового возмещения
2021,"О взыскании страхового возмещения, связанные с оказанием медицинской помощи и предоставлением лечения в порядке обязательного медицинского страхования",55.0,39.0,0.7090909090909091,16.0,0.2909090909090909,3.0,2.0,0.0363636363636363,21526.0,552.0,Гражданское,Взыскание страхового возмещения
2023,"О взыскании страхового возмещения, связанные с оказанием медицинской помощи и предоставлением лечения в порядке обязательного медицинского страхования",87.0,54.0,0.6206896551724138,33.0,0.3793103448275862,6.0,11.0,0.1264367816091954,31265.0,579.0,Гражданское,Взыскание страхового возмещения
2019,"О взыскании страхового возмещения, связанные с оказанием медицинской помощи и предоставлением лечения в порядке обязательного медицинского страхования",91.0,46.0,0.5054945054945055,45.0,0.4945054945054945,6.0,6.0,0.0659340659340659,33661.0,731.0,Гражданское,Взыскание страхового возмещения
2018,"О взыскании страхового возмещения, связанные с оказанием медицинской помощи и предоставлением лечения в порядке обязательного медицинского страхования",136.0,95.0,0.6985294117647058,41.0,0.3014705882352941,7.0,2.0,0.0147058823529411,364.0,4.0,Гражданское,Взыскание страхового возмещения
2020,"О взыскании страхового возмещения, связанные с оказанием медицинской помощи и предоставлением лечения в порядке обязательного медицинского страхования",69.0,51.0,0.7391304347826086,18.0,0.2608695652173913,2.0,2.0,0.0289855072463768,21769.0,427.0,Гражданское,Взыскание страхового возмещения
2022,"О взыскании страхового возмещения, связанные с оказанием медицинской помощи и предоставлением лечения в порядке обязательного медицинского страхования",73.0,53.0,0.726027397260274,20.0,0.273972602739726,1.0,11.0,0.1506849315068493,30.0,0.0,Гражданское,Взыскание страхового возмещения
2021,Всего споров о взыскании страхового возмещения,175118.0,143898.0,0.8217202115145217,31220.0,0.1782797884854783,8943.0,414.0,0.0023641201932411,10803537.0,75.0,Гражданское,Взыскание страхового возмещения
2023,Всего споров о взыскании страхового возмещения,164053.0,144417.0,0.8803069739657305,19636.0,0.1196930260342694,9268.0,613.0,0.003736597319159,12564590.0,87.0,Гражданское,Взыскание страхового возмещения
2019,Всего споров о взыскании страхового возмещения,362404.0,326190.0,0.9000728468780698,36214.0,0.0999271531219302,19900.0,495.0,0.0013658789638083,21308139.0,65.0,Гражданское,Взыскание страхового возмещения
2018,Всего споров о взыскании страхового возмещения,591159.0,532672.0,0.9010638423841978,58487.0,0.0989361576158021,26236.0,674.0,0.001140133195976,1173211.0,2.0,Гражданское,Взыскание страхового возмещения
2020,Всего споров о взыскании страхового возмещения,188377.0,161153.0,0.8554812954872411,27224.0,0.144518704512759,9749.0,491.0,0.0026064753128035,12062021.0,75.0,Гражданское,Взыскание страхового возмещения
2022,Всего споров о взыскании страхового возмещения,156690.0,132668.0,0.8466909183738592,24022.0,0.1533090816261408,8345.0,534.0,0.0034080030633735,304611.0,2.0,Гражданское,Взыскание страхового возмещения
2021,"О выселении из жилого помещения, занимаемого по договору социального найма",3591.0,2537.0,0.7064884433305486,1054.0,0.2935115566694514,427.0,0.0,0.0,16648.0,7.0,Гражданское,Жилищные
2023,"О выселении из жилого помещения, занимаемого по договору социального найма",3753.0,2827.0,0.7532640554223288,926.0,0.2467359445776712,429.0,0.0,0.0,33454.0,12.0,Гражданское,Жилищные
2019,"О выселении из жилого помещения, занимаемого по договору социального найма",5003.0,3578.0,0.7151708974615231,1425.0,0.2848291025384769,645.0,0.0,0.0,7240.0,2.0,Гражданское,Жилищные
2018,"О выселении из жилого помещения, занимаемого по договору социального найма",5596.0,4093.0,0.7314152966404575,1503.0,0.2685847033595425,732.0,0.0,0.0,2137.0,1.0,Гражданское,Жилищные
2020,"О выселении из жилого помещения, занимаемого по договору социального найма",3498.0,2601.0,0.7435677530017153,897.0,0.2564322469982847,428.0,0.0,0.0,25786.0,10.0,Гражданское,Жилищные
2022,"О выселении из жилого помещения, занимаемого по договору социального найма",3724.0,2708.0,0.7271750805585392,1016.0,0.2728249194414608,457.0,0.0,0.0,1134.0,0.0,Гражданское,Жилищные
2021,"О выселении из жилого помещения, занимаемого по договору специализированного найма (служебного помещения, общежития и др.)",2856.0,2285.0,0.8000700280112045,571.0,0.1999299719887955,299.0,0.0,0.0,20776.0,9.0,Гражданское,Жилищные
2023,"О выселении из жилого помещения, занимаемого по договору специализированного найма (служебного помещения, общежития и др.)",2629.0,2162.0,0.8223659186002282,467.0,0.1776340813997717,304.0,0.0,0.0,17541.0,8.0,Гражданское,Жилищные
2019,"О выселении из жилого помещения, занимаемого по договору специализированного найма (служебного помещения, общежития и др.)",4003.0,3203.0,0.8001498875843117,800.0,0.1998501124156882,435.0,0.0,0.0,12504.0,3.0,Гражданское,Жилищные
2018,"О выселении из жилого помещения, занимаемого по договору специализированного найма (служебного помещения, общежития и др.)",4003.0,3293.0,0.8226330252310767,710.0,0.1773669747689233,439.0,0.0,0.0,1745.0,1.0,Гражданское,Жилищные
2020,"О выселении из жилого помещения, занимаемого по договору специализированного найма (служебного помещения, общежития и др.)",3486.0,2775.0,0.7960413080895009,711.0,0.2039586919104991,330.0,0.0,0.0,7582.0,3.0,Гражданское,Жилищные
2022,"О выселении из жилого помещения, занимаемого по договору специализированного найма (служебного помещения, общежития и др.)",2503.0,2003.0,0.8002397123451858,500.0,0.1997602876548142,,0.0,0.0,656.0,0.0,Гражданское,Жилищные
2021,"О выселении из жилого помещения, принадлежащего на праве",12951.0,11488.0,0.8870357501351247,1463.0,0.1129642498648753,1787.0,0.0,0.0,162775.0,14.0,Гражданское,Жилищные
2023,"О выселении из жилого помещения, принадлежащего на праве",12417.0,11169.0,0.8994926310703069,1248.0,0.1005073689296931,1667.0,0.0,0.0,140480.0,13.0,Гражданское,Жилищные
2019,"О выселении из жилого помещения, принадлежащего на праве",15433.0,13692.0,0.8871897881163741,1741.0,0.112810211883626,2184.0,0.0,0.0,96097.0,7.0,Гражданское,Жилищные
2018,"О выселении из жилого помещения, принадлежащего на праве",16232.0,14157.0,0.8721660916707737,2075.0,0.1278339083292262,2576.0,0.0,0.0,11431.0,1.0,Гражданское,Жилищные
2020,"О выселении из жилого помещения, принадлежащего на праве",12340.0,10978.0,0.8896272285251215,1362.0,0.1103727714748784,1618.0,0.0,0.0,73536.0,7.0,Гражданское,Жилищные
2022,"О выселении из жилого помещения, принадлежащего на праве",12982.0,11665.0,0.8985518410106301,1317.0,0.1014481589893699,1701.0,0.0,0.0,6985.0,0.0,Гражданское,Жилищные
2021,Оспаривание решений о выселении военнослужащих,25.0,21.0,0.84,4.0,0.16,1.0,0.0,0.0,0.0,0.0,Гражданское,Жилищные
2023,Оспаривание решений о выселении военнослужащих,76.0,57.0,0.75,19.0,0.25,5.0,0.0,0.0,672.0,12.0,Гражданское,Жилищные
2019,Оспаривание решений о выселении военнослужащих,51.0,42.0,0.8235294117647058,9.0,0.1764705882352941,7.0,0.0,0.0,123.0,2.0,Гражданское,Жилищные
2018,Оспаривание решений о выселении военнослужащих,75.0,56.0,0.7466666666666667,19.0,0.2533333333333333,9.0,0.0,0.0,13.0,0.0,Гражданское,Жилищные
2020,Оспаривание решений о выселении военнослужащих,33.0,29.0,0.8787878787878788,4.0,0.1212121212121212,3.0,0.0,0.0,188.0,6.0,Гражданское,Жилищные
2022,Оспаривание решений о выселении военнослужащих,94.0,82.0,0.8723404255319149,12.0,0.1276595744680851,7.0,0.0,0.0,13.0,0.0,Гражданское,Жилищные
2021,"Споры, связанные с приватизацией жилой площади",6745.0,6080.0,0.9014084507042254,665.0,0.0985915492957746,146.0,9.0,0.0013343217197924,5140.0,1.0,Гражданское,Жилищные
2023,"Споры, связанные с приватизацией жилой площади",17537.0,16974.0,0.9678964475109768,563.0,0.0321035524890232,183.0,11039.0,0.6294691224268689,286698.0,17.0,Гражданское,Жилищные
2019,"Споры, связанные с приватизацией жилой площади",8159.0,7272.0,0.8912856967765658,887.0,0.1087143032234342,241.0,34.0,0.0041671773501654,9296.0,1.0,Гражданское,Жилищные
2018,"Споры, связанные с приватизацией жилой площади",9249.0,8186.0,0.8850686560709266,1063.0,0.1149313439290734,267.0,175.0,0.0189209644285868,812.0,0.0,Гражданское,Жилищные
2020,"Споры, связанные с приватизацией жилой площади",8415.0,7752.0,0.9212121212121211,663.0,0.0787878787878787,176.0,2181.0,0.2591800356506238,29102.0,4.0,Гражданское,Жилищные
2022,"Споры, связанные с приватизацией жилой площади",9960.0,9331.0,0.9368473895582328,629.0,0.063152610441767,129.0,3264.0,0.327710843373494,474.0,0.0,Гражданское,Жилищные
2021,"О взыскании платы за жилую площадь и коммунальные платежи, тепло и электроэнергию",10241973.0,10220436.0,0.9978971825057537,21537.0,0.0021028174942464,31857.0,9970062.0,0.9734513066964734,179495451.0,18.0,Гражданское,Жилищные
2023,"О взыскании платы за жилую площадь и коммунальные платежи, тепло и электроэнергию",10589801.0,10564773.0,0.9976365939265526,25028.0,0.0023634060734474,35801.0,10251984.0,0.968099778267788,193210534.0,18.0,Гражданское,Жилищные
2019,"О взыскании платы за жилую площадь и коммунальные платежи, тепло и электроэнергию",7704783.0,7688489.0,0.9978852097456864,16294.0,0.0021147902543134,29810.0,7491007.0,0.9722541179939784,146496369.0,19.0,Гражданское,Жилищные
2018,"О взыскании платы за жилую площадь и коммунальные платежи, тепло и электроэнергию",6642654.0,6625992.0,0.9974916652289882,16662.0,0.0025083347710117,25895.0,6454810.0,0.9717215438287168,406088.0,0.0,Гражданское,Жилищные
2020,"О взыскании платы за жилую площадь и коммунальные платежи, тепло и электроэнергию",8711985.0,8696590.0,0.998232894110814,15395.0,0.0017671058891859,24125.0,8509356.0,0.97674135113869,197903435.0,23.0,Гражданское,Жилищные
2022,"О взыскании платы за жилую площадь и коммунальные платежи, тепло и электроэнергию",10340143.0,10319402.0,0.9979941283210492,20741.0,0.0020058716789506,33150.0,10036178.0,0.9706034046144236,357400.0,0.0,Гражданское,Жилищные
2021,О предоставлении жилого помещения в связи с признанием дома аварийным,2846.0,2275.0,0.7993675333801827,571.0,0.2006324666198173,202.0,0.0,0.0,75606.0,33.0,Гражданское,Жилищные
2023,О предоставлении жилого помещения в связи с признанием дома аварийным,3156.0,2716.0,0.8605830164765526,440.0,0.1394169835234474,168.0,0.0,0.0,224370.0,83.0,Гражданское,Жилищные
2019,О предоставлении жилого помещения в связи с признанием дома аварийным,2189.0,1477.0,0.6747373229785291,712.0,0.325262677021471,143.0,0.0,0.0,119073.0,80.0,Гражданское,Жилищные
2018,О предоставлении жилого помещения в связи с признанием дома аварийным,2508.0,1587.0,0.6327751196172249,921.0,0.3672248803827751,241.0,0.0,0.0,1113.0,1.0,Гражданское,Жилищные
2020,О предоставлении жилого помещения в связи с признанием дома аварийным,1952.0,1443.0,0.7392418032786885,509.0,0.2607581967213114,191.0,0.0,0.0,212929.0,148.0,Гражданское,Жилищные
2022,О предоставлении жилого помещения в связи с признанием дома аварийным,3313.0,2674.0,0.8071234530636885,639.0,0.1928765469363115,176.0,0.0,0.0,1808.0,0.0,Гражданское,Жилищные
2021,Споры с управляющими компаниями,13478.0,12361.0,0.9171242024039176,1117.0,0.0828757975960825,1052.0,7852.0,0.5825790176584063,272529.0,22.0,Гражданское,Жилищные
2023,Споры с управляющими компаниями,9256.0,8338.0,0.9008210890233362,918.0,0.0991789109766637,866.0,4111.0,0.4441443388072602,297797.0,36.0,Гражданское,Жилищные
2019,Споры с управляющими компаниями,11198.0,9858.0,0.880335774245401,1340.0,0.119664225754599,1070.0,4985.0,0.4451687801393106,281405.0,28.0,Гражданское,Жилищные
2018,Споры с управляющими компаниями,12395.0,10978.0,0.8856797095603066,1417.0,0.1143202904396934,,6512.0,0.5253731343283582,9948.0,1.0,Гражданское,Жилищные
